campaign_position,trial_id,family,family_registered_name,scenario_id,seed,condition,planning,feedback,attempt_status,infrastructure_failure_reason,raw_storage_disposition,block_id,block_is_primary_complete,whether_block_is_primary_complete,scientifically_eligible,j_hard_pair_s,realized_min_separation_m,hard_risk_event_count,predicted_min_separation_m,predicted_hard_conflict_count,controller_near_limit_fraction,any_realized_hard_risk,mission_success,failsafe_seen,feedback_intervention_burden,feedback_intervention_burden_availability
305,E3-A-01__P0_F0__S591774,A,A_predictable_structural_risk,E3-A-01,591774,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-A-01__S591774,true,true,true,1.127755880355835,0.68450579955360025,2,0.42748229992745784,2,0.006875,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
306,E3-C-02__P1_F1__S861723,C,C_mixed_risk,E3-C-02,861723,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-C-02__S861723,true,true,true,0.6631782054901123,1.3944445319625516,1,2,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
307,E3-A-02__P1_F0__S658212,A,A_predictable_structural_risk,E3-A-02,658212,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-A-02__S658212,false,false,true,0,2.2420955690267412,0,2.2483866045465772,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
308,E3-B-02__P0_F0__S926184,B,B_residual_execution_risk,E3-B-02,926184,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-B-02__S926184,true,true,true,1.0660398006439209,1.3889705712433655,1,2.3999999999999999,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
309,E3-B-01__P0_F1__S959517,B,B_residual_execution_risk,E3-B-01,959517,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-B-01__S959517,true,true,true,0.05133509635925293,1.4958982637590208,5,1.9999999999999998,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
310,E3-B-01__P1_F0__S658212,B,B_residual_execution_risk,E3-B-01,658212,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-B-01__S658212,true,true,true,2.1793344020843506,1.4090552392686961,3,1.9999999999999998,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
311,E3-B-01__P0_F0__S658212,B,B_residual_execution_risk,E3-B-01,658212,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-B-01__S658212,true,true,true,1.3045415878295898,1.4548334713839819,6,1.9999999999999998,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
312,E3-C-02__P1_F1__S709169,C,C_mixed_risk,E3-C-02,709169,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-C-02__S709169,true,true,true,0.63608431816101074,1.416957883055503,1,2,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
313,E3-A-01__P0_F0__S658212,A,A_predictable_structural_risk,E3-A-01,658212,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-A-01__S658212,true,true,true,1.1754863262176514,0.072760911546803364,2,0.42748229992745784,2,0.01125,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
314,E3-B-01__P0_F0__S730940,B,B_residual_execution_risk,E3-B-01,730940,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-B-01__S730940,true,true,true,2.6357700824737549,1.4013085224057118,3,1.9999999999999998,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
315,E3-A-02__P1_F1__S279520,A,A_predictable_structural_risk,E3-A-02,279520,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-A-02__S279520,true,true,true,0,2.2438670934997162,0,2.2483866045465772,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
316,E3-A-02__P1_F1__S881128,A,A_predictable_structural_risk,E3-A-02,881128,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-A-02__S881128,true,true,true,0,2.2463187530338447,0,2.2483866045465772,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
317,E3-C-02__P0_F0__S658212,C,C_mixed_risk,E3-C-02,658212,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-C-02__S658212,true,true,true,3.0262811183929443,0.49956572606112187,3,0.42748229992745784,2,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
318,E3-B-02__P0_F0__S261093,B,B_residual_execution_risk,E3-B-02,261093,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-B-02__S261093,false,false,true,0.90931868553161621,1.3813418380617675,1,2.3999999999999999,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
319,E3-C-02__P0_F0__S702055,C,C_mixed_risk,E3-C-02,702055,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-C-02__S702055,true,true,true,2.9248566627502441,0.54066315947135513,3,0.42748229992745784,2,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
320,E3-C-02__P1_F1__S959517,C,C_mixed_risk,E3-C-02,959517,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-C-02__S959517,true,true,true,0.63791847229003906,1.4047254216966796,1,2,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
321,E3-A-01__P1_F1__S861723,A,A_predictable_structural_risk,E3-A-01,861723,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-A-01__S861723,true,true,true,0,1.9507522780995195,0,2,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
322,E3-A-01__P0_F0__S959517,A,A_predictable_structural_risk,E3-A-01,959517,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-A-01__S959517,true,true,true,1.1111893653869629,0.14748204523315808,2,0.42748229992745784,2,0.0031250000000000002,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
323,E3-B-02__P1_F1__S934882,B,B_residual_execution_risk,E3-B-02,934882,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-B-02__S934882,true,true,true,0.63055610656738281,1.4153124265767478,1,2.3999999999999999,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
324,E3-C-01__P1_F0__S261093,C,C_mixed_risk,E3-C-01,261093,P1_F0,P1,F0,infrastructure_failure,RuntimeError: interaction deviation driver failed,RAW_ARCHIVE_VERIFIED,E3-C-01__S261093,false,false,false,,,,,,,,,,,UNAVAILABLE_DUE_TO_INFRASTRUCTURE_FAILURE
325,E3-A-01__P1_F1__S730940,A,A_predictable_structural_risk,E3-A-01,730940,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-A-01__S730940,true,true,true,0,1.9514025430463457,0,2,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
326,E3-A-01__P1_F0__S876320,A,A_predictable_structural_risk,E3-A-01,876320,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-A-01__S876320,true,true,true,0,1.9305132908808049,0,2,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
327,E3-C-02__P0_F0__S899696,C,C_mixed_risk,E3-C-02,899696,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-C-02__S899696,true,true,true,3.0306973457336426,0.4939830639385227,3,0.42748229992745784,2,0.00083333333333333339,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
328,E3-A-02__P0_F0__S899696,A,A_predictable_structural_risk,E3-A-02,899696,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-A-02__S899696,true,true,true,2.0624940395355225,0.015696554262081101,2,0,2,0.039356381822135245,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
329,E3-B-01__P0_F0__S881128,B,B_residual_execution_risk,E3-B-01,881128,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-B-01__S881128,true,true,true,2.5636816024780273,1.3894977892995326,4,1.9999999999999998,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
330,E3-C-02__P0_F0__S591774,C,C_mixed_risk,E3-C-02,591774,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-C-02__S591774,true,true,true,3.1659507751464844,0.50774294255766173,3,0.42748229992745784,2,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
331,E3-C-02__P0_F0__S135275,C,C_mixed_risk,E3-C-02,135275,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-C-02__S135275,true,true,true,3.2375411987304688,0.51638394645056729,3,0.42748229992745784,2,0.00041666666666666669,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
332,E3-C-01__P0_F0__S861723,C,C_mixed_risk,E3-C-01,861723,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-C-01__S861723,true,true,true,4.1958532333374023,0.57360995694420314,5,0.42748229992745784,2,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
333,E3-B-01__P1_F1__S709169,B,B_residual_execution_risk,E3-B-01,709169,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-B-01__S709169,true,true,true,0,1.509644432841994,0,1.9999999999999998,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
334,E3-B-01__P0_F0__S876320,B,B_residual_execution_risk,E3-B-01,876320,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-B-01__S876320,true,true,true,2.230496883392334,1.3845287550095582,4,1.9999999999999998,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
335,E3-B-02__P0_F1__S730940,B,B_residual_execution_risk,E3-B-02,730940,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-B-02__S730940,true,true,true,0.66010332107543945,1.4068292589400813,1,2.3999999999999999,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
336,E3-A-02__P0_F0__S926184,A,A_predictable_structural_risk,E3-A-02,926184,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-A-02__S926184,true,true,true,1.9375886917114258,0.059576983559770522,2,0,2,0.03760869565217391,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
337,E3-A-01__P1_F0__S934882,A,A_predictable_structural_risk,E3-A-01,934882,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-A-01__S934882,true,true,true,0,1.9440979349460186,0,2,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
338,E3-B-02__P1_F1__S899696,B,B_residual_execution_risk,E3-B-02,899696,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-B-02__S899696,true,true,true,0.64963841438293457,1.3996485029836614,1,2.3999999999999999,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
339,E3-B-01__P0_F0__S702055,B,B_residual_execution_risk,E3-B-01,702055,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-B-01__S702055,true,true,true,2.5152528285980225,1.3746700626164112,2,1.9999999999999998,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
340,E3-C-02__P0_F1__S899696,C,C_mixed_risk,E3-C-02,899696,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-C-02__S899696,true,true,true,2.4199163913726807,0.79273090329283302,3,0.42748229992745784,2,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
341,E3-B-02__P1_F1__S709169,B,B_residual_execution_risk,E3-B-02,709169,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-B-02__S709169,true,true,true,0.59014129638671875,1.4177384726696307,1,2.3999999999999999,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
342,E3-A-01__P1_F1__S709169,A,A_predictable_structural_risk,E3-A-01,709169,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-A-01__S709169,true,true,true,0,1.959347964979798,0,2,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
343,E3-A-02__P0_F1__S702055,A,A_predictable_structural_risk,E3-A-02,702055,P0_F1,P0,F1,infrastructure_failure,RuntimeError: stage deviation driver failed,RAW_ARCHIVE_VERIFIED,E3-A-02__S702055,false,false,false,,,,,,,,,,,UNAVAILABLE_DUE_TO_INFRASTRUCTURE_FAILURE
344,E3-A-01__P0_F1__S591774,A,A_predictable_structural_risk,E3-A-01,591774,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-A-01__S591774,true,true,true,1.0119342803955078,0.22994625913498484,2,0.42748229992745784,2,0.0062500000000000003,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
345,E3-B-02__P0_F0__S881128,B,B_residual_execution_risk,E3-B-02,881128,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-B-02__S881128,true,true,true,1.0233378410339355,1.3830882881744788,1,2.3999999999999999,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
346,E3-B-01__P0_F1__S926184,B,B_residual_execution_risk,E3-B-01,926184,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-B-01__S926184,true,true,true,0,1.5433525855916956,0,1.9999999999999998,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
347,E3-B-02__P1_F0__S934882,B,B_residual_execution_risk,E3-B-02,934882,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-B-02__S934882,true,true,true,0.91715455055236816,1.3792907045281535,1,2.3999999999999999,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
348,E3-B-01__P1_F1__S861723,B,B_residual_execution_risk,E3-B-01,861723,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-B-01__S861723,true,true,true,0.29696106910705566,1.4884908261609051,7,1.9999999999999998,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
349,E3-B-01__P1_F1__S135275,B,B_residual_execution_risk,E3-B-01,135275,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-B-01__S135275,true,true,true,0,1.5312433540784227,0,1.9999999999999998,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
350,E3-B-02__P1_F0__S881128,B,B_residual_execution_risk,E3-B-02,881128,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-B-02__S881128,true,true,true,0.96842622756958008,1.4027022001018263,1,2.3999999999999999,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
351,E3-B-02__P0_F1__S279520,B,B_residual_execution_risk,E3-B-02,279520,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-B-02__S279520,true,true,true,0.65221953392028809,1.402468709150521,1,2.3999999999999999,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
352,E3-C-01__P1_F1__S926184,C,C_mixed_risk,E3-C-01,926184,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-C-01__S926184,true,true,true,0,1.5088737065527713,0,2,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
353,E3-A-02__P0_F0__S261093,A,A_predictable_structural_risk,E3-A-02,261093,P0_F0,P0,F0,infrastructure_failure,RuntimeError: stage deviation driver failed,RAW_ARCHIVE_VERIFIED,E3-A-02__S261093,false,false,false,,,,,,,,,,,UNAVAILABLE_DUE_TO_INFRASTRUCTURE_FAILURE
354,E3-C-02__P0_F1__S261093,C,C_mixed_risk,E3-C-02,261093,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-C-02__S261093,true,true,true,2.3982930183410645,0.74184742495124267,3,0.42748229992745784,2,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
355,E3-C-02__P0_F0__S861723,C,C_mixed_risk,E3-C-02,861723,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-C-02__S861723,true,true,true,2.8198890686035156,0.52448908146713413,3,0.42748229992745784,2,0.00041666666666666669,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
356,E3-A-02__P1_F1__S261093,A,A_predictable_structural_risk,E3-A-02,261093,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-A-02__S261093,false,false,true,0,2.2511388296792738,0,2.2483866045465772,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
357,E3-B-01__P1_F1__S702055,B,B_residual_execution_risk,E3-B-01,702055,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-B-01__S702055,true,true,true,0,1.5163831285594283,0,1.9999999999999998,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
358,E3-B-01__P0_F0__S135275,B,B_residual_execution_risk,E3-B-01,135275,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-B-01__S135275,true,true,true,0.025281667709350586,1.4965379848779337,3,1.9999999999999998,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
359,E3-B-01__P1_F1__S261093,B,B_residual_execution_risk,E3-B-01,261093,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-B-01__S261093,true,true,true,0.02968597412109375,1.4977149417604025,5,1.9999999999999998,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
360,E3-B-01__P0_F0__S926184,B,B_residual_execution_risk,E3-B-01,926184,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-B-01__S926184,true,true,true,2.3649528026580811,1.4103288662091504,5,1.9999999999999998,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
